0,1,2,3,4,5,6,7
VSIG10L,GIMAP4,RGS18,OTOF,LRRC24,PAWR,MRE11A,TNFSF12
RAB6B,ARID4A,MAP1A,C5AR2,KRTAP5-AS1,P2RY10,SARS,ATXN3
CDC37,DLST,FAM209A,SYTL2,RP11-977G19.12,C12orf45,CCL5,TCEA2
ELOVL3,PRKACB,ACVR2B,RARA,ZNF433,MAF1,ADAP2,SPSB2
MBNL1-AS1,PPP2R3C,BEND2,INPP5A,SPOCD1,WTAP,MAFB,MBOAT7
RP11-252A24.3,EWSR1,LINC00959,ELANE,LCN2,SAFB2,ARL2BP,HDLBP
POLR3K,CEP120,F5,TIMM10B,RP11-196G11.2,GNPAT,HVCN1,LRBA
PRDX1,MKLN1,SERPINE1,RIN2,CD1C,PRAF2,SRSF5,FH
ECSIT,ZNF718,ARHGDIA,hsa-mir-1199,NCOR2,RPUSD2,CRTC2,EFCAB14
AGO4,NOG,MEG3,ENKUR,ITM2A,NR3C1,SUCLG2,MAGEH1
DDT,TTC30A,TTN-AS1,PCNA,RP11-589C21.6,MED30,SETD1B,SPPL2A
TAPBP,RPS6KL1,GPR35,SHARPIN,HELQ,PHF12,S100A4,DEXI
FAM32A,ITGB3,GLS2,SMIM5,NRN1L,RP11-421L21.3,KCNQ1OT1,ISG20L2
EFCAB4A,HIST1H2AH,POLD2,IPO9-AS1,CTC-260E6.6,TMEM222,PIK3R1,ATP5SL
RALBP1,NONO,AC068580.6,ARHGDIA,SYTL4,RIOK1,TNFRSF1B,XRRA1
RNF213,BET1,RP11-359I18.5,PQBP1,NCKAP1,ICOSLG,ILF3-AS1,PTGES2
NEK8,ACTR6,MEIS1,USP19,TRIP11,KRBOX4,TARSL2,SETD5
DERL1,UBE2D3,C10orf25,PDZK1IP1,RP11-178L8.7,RCHY1,DOK2,IFIT2
KIAA0101,MYOM2,LRRC24,CDC37,CD2,RFC5,PASK,MLLT6
GNG3,CTD-2012K14.7,KRTAP5-AS1,TRAPPC3,NUDT12,F11R,ZNF350,GBP4
ADNP,BACE2,ZNF433,BLOC1S1,RP11-159H10.3,ARL2BP,KLRG1,MAP3K8
LINC00984,CARS,SPOCD1,RGS14,AL928742.12,TAL1,CD37,C1orf50
MYADM,ENKUR,SRP72,PBLD,RP11-420A6.2,RP11-110I1.14,DPY30,API5
CDV3,PDZK1IP1,RAB12,PARL,KCNQ1OT1,TCF12,SLFN5,CEPT1
S100P,RP11-219B4.7,LCN2,AGO4,NPPA-AS1,PPT2-EGFL8,OAT,TDG
MLEC,NFATC1,BHLHE40-AS1,RP11-314N13.3,SCIN,ARMCX5,PDE6B,ARL16
TAF6L,AGA,PSMG2,ARSD,RP11-805J14.5,CEP120,TMX3,GPS1
C10orf32,GP1BA,CTC-260E6.6,TMEM140,SNHG12,TERF2IP,ICAM2,ZBP1
CDC42EP3,TMX2,SYTL4,COLGALT2,KCNH3,FUS,RNF168,LTV1
RSPH9,EIF2S1,LTB4R,ANKS1B,CALD1,RP11-211G3.2,RP11-727F15.9,PLEKHA1
BLM,LINC00494,IFI44,CSRP1,RP11-356N1.2,TADA2A,HBP1,C5orf15
MRPL21,RP11-314N13.3,CTD-2012J19.3,LINC00936,TACR2,BTN3A1,MT-CYB,KLRB1
AC147651.3,SEPT11,RAB1B,TMEM18,AC093642.3,NR2C1,TCL1A,TSSC1
ITSN2,PEX19,RP11-490M8.1,RP11-367G6.3,CCDC163P,ANKAR,PRKACB,UTP6
PDIA3,GGA2,DNTTIP1,MID1IP1,ARL4A,RPN2,GZMA,CECR5
NXT2,RP11-390B4.5,KLHL24,SPSB2,RP11-77H9.2,RP4-684O24.5,TNFSF12,THEM4
TNRC18,COLGALT2,RP11-178L8.7,PLA2G4C,PPP1R2,TLR3,IFI27,RRAGC
CNIH4,ANKS1B,NUDT12,CAMK2N1,MCM10,VDAC3,PIGX,FOLR3
KIFC3,PSMD14,RP11-159H10.3,ELOVL4,GRB2,RP11-544A12.4,XCL1,CAMK2G
GTPBP2,PRR5L,AL928742.12,IL27RA,FAM210B,NR2C2AP,PLEKHA1,ZCCHC9
ELANE,ANKRD27,RP11-420A6.2,RP11-527L4.5,MZB1,RP4-773N10.4,SPON2,EPN1
RIN2,RIOK1,NPPA-AS1,ALDH1A1,TREX1,ACTL6A,PITPNM1,BOLA3
DICER1,MCM3,PPIF,PHKG2,TCF12,RABL2B,CHI3L2,CPQ
TIMMDC1,CAMK2N1,RNF213,PPIL2,TMPRSS11E,RP11-247A12.2,ARHGAP24,LMF2
UTP6,RP11-527L4.5,ARRDC4,JAGN1,RP11-647K16.1,PPIG,RCE1,AGA
SMIM5,MT-CYB,KCNH3,DNMT3A,HVCN1,OMG,MT-ATP6,GINM1
SNRPB,MED30,TM7SF3,YES1,TTC8,CXXC1,AC093323.3,DUS3L
TPM1,GTF2B,CTNNBIP1,RP11-496I9.1,C18orf21,CTD-2541M15.1,ARL6IP5,LARS
RP11-219B4.7,TMEM242,RP11-356N1.2,TRIM8,CCDC153,RMDN3,FAAH,ZNF330
CDC40,TMEM116,BACH1,ZNF593,GRAP,CCDC3,IRAK4,BTN3A1
PCYT1A,YES1,TACR2,ARF4,TAF1D,SOX13,ING5,SDCCAG8
FCGR3B,RP11-432I5.1,CCDC163P,HOMER2,RGS14,PLIN5,STK17A,CYTH2
TMEM62,FBXO33,C21orf33,TNS1,RP11-215G15.5,CCDC62,HOPX,ZNF276
TSC22D1,RP11-496I9.1,RP11-77H9.2,UBE2K,AURKC,FRMPD3,IL27RA,LAMP2
LINC00494,MLLT10,MCUR1,SPPL2A,MYCBP2,FAM209A,ACAP1,TNFRSF4
SLC39A1,ABHD17B,LRCH4,CDT1,HIST1H4I,ACVR2B,RASGRP2,DENND1C
F13A1,BLZF1,CCL3,DDX46,SUOX,MT-CYB,C16orf54,SNRNP27
COLGALT2,HERPUD2,MCM10,HIST1H1B,QSOX1,BEND2,DENND2D,PRAF2
SIK1,NUPL2,GRAP,GPR84,JUND,CHERP,TNFSF10,GGA2
MRPL43,LIN52,SCFD1,RAB9A,RP13-314C10.5,SUV420H2,CD96,CCDC174
PRRG4,SNTA1,CRTC1,ELP5,RP11-10K16.1,LINC00959,FTL,PLEKHB2
PDHB,TMCO1,DYNLL1,CLDN5,AC010894.5,RP5-821D11.7,NFATC1,ATPAF1
HMGXB4,CDT1,UBE2L6,PARS2,WNT5B,CLECL1,RNF26,WHAMM
DIAPH1,HIST1H1B,IFIT2,CTTN,RNASE3,SLC20A2,GNLY,MLEC
MLTK,CLSTN3,TMEM80,NT5M,ARHGEF4,PARP1,SMYD4,LPIN1
SYVN1,PLEKHA3,BLOC1S1,SH3GLB1,SMAP2,GLS2,NABP1,PPP1R8
PACSIN2,AL590452.1,UBXN1,ATP5A1,TDRP,CITED4,MLLT11,RWDD4
ARL4A,SRM,ADPRM,SLC22A4,TOP1MT,AC068580.6,MUM1,TIMM10B
TINF2,PMEPA1,CKS1B,CTA-29F11.1,LNP1,RP11-359I18.5,BTN3A2,FXN
FAM96A,UBA5,UBE2E1,ABT1,RP4-781K5.2,C12orf10,HIST1H2AC,PCNA
PRR5,CLDN5,FKBP5,HGD,TEX12,MEIS1,ATXN7L3B,PRR5
RABEP2,SCFD1,CYP27A1,SUMO3,IFT81,RBL1-1,CCL4,CRIP2
CTC-428G20.6,RBM5,CCDC153,ADAM10,VIL1,LRRC24,NKG7,PIK3R1
GPR84,MARCH5,RP11-215G15.5,RP11-701P16.5,SAMD14,KRTAP5-AS1,SCGB3A1,DSCR3
SMIM12,CTB-152G17.6,UCK1,ATP8B3,AK4,RP11-977G19.12,YTHDC1,ZCCHC11
CLDN5,MMADHC,HIST1H4I,ZNF503,CACNA1C-AS1,ZNF433,PRSS23,RPUSD3
LILRA4,RP11-219B17.1,SUOX,BIRC5,DRAM2,RAB12,HDAC5,CXXC1
PALLD,PRICKLE1,MZT1,ABCB1,CTC-454I21.3,RNASEH2B,PAXIP1-AS1,CARS
CTTN,HGD,TRIM8,CTD-2015H6.3,CTD-2227I18.1,RP11-196G11.2,ZNF92,CLIC3
NELFB,POLR2K,RP13-314C10.5,YWHAE,KCNJ14,CD163,LDLRAP1,GOLT1B
CXCL10,ENTPD3-AS1,TMEM205,RFNG,ANKRD50,BHLHE40-AS1,TAL1,NUPL2
MANBA,PPIG,RP11-10K16.1,CWC15,RP11-932O9.7,NRN1L,PPT2-EGFL8,MARCH5
ISY1,BIRC5,WNT5B,AP4B1-AS1,ADAM28,CTC-260E6.6,PRF1,TOMM40
ATG7,PTCRA,RNASE3,STK38,RP13-270P17.1,SYTL4,BCL2A1,TRPV2
SLC22A4,KIR2DL3,CTD-2267D19.2,DNASE1L3,GATA2,CTD-2012J19.3,RP11-211G3.2,TMEM60
MT-ND5,RP11-70P17.1,LDLRAP1,SAMSN1,NEDD4,NCKAP1,AKTIP,MIS18BP1
ACPP,ANKRD54,SNRNP35,AP001462.6,ILF3-AS1,RP11-490M8.1,FYB,ZNF593
YIPF3,TOR1A,TDRP,ZC3H15,AKTIP,NAP1L4,CTSW,SKAP2
RP11-701P16.5,TBCK,MED9,SLC27A1,CTC-444N24.6,RP11-178L8.7,HOOK2,RALBP1
CXCR1,EMB,LNP1,KIF5B,SMIM14,NUDT12,FCGR1A,LRRC59
ZNF503,AP001462.6,RP4-781K5.2,RFPL2,AC007879.7,RP11-159H10.3,HRASLS,CTNNBIP1
ZMAT5,SPG20,TEX12,FSTL1,LINC00174,AL928742.12,RP4-684O24.5,SDAD1
BIRC5,UBAC2,IFT81,CPQ,HDAC9,RP11-420A6.2,RETN,DCP2
CAPN12,BAG5,VIL1,CLEC4C,H2AFY,NPPA-AS1,SNX14,GNPAT
MVD,SURF6,SAMD14,PRKAR2B,CAMK1D,SCIN,RP11-247A12.2,KIAA0040
ATXN10,DOCK10,NIT2,SPATA7,C2CD4D,PPIB,OMG,RRS1
DTYMK,RP11-400F19.6,CUL4B,ATAD3C,PITPNA-AS1,RP11-805J14.5,CTD-2541M15.1,HDDC3
HP,AEBP1,GNS,CTSS,RP11-378J18.3,KCNH3,CCDC3,DDX1
CLEC4C,SPATA7,VPS28,DNAJA1,SLC40A1,NUPL2,SOX13,TMEM222
TIMM17A,EIF5B,CACNA1C-AS1,UBE2C,GNG11,CALD1,PLIN5,PILRB
ZNF106,MAPK1IP1L,KIAA0040,MRP63,RP11-324I22.4,RNF125,MAP1A,MRPS18A
VPS25,ATAD3C,CTD-2227I18.1,CXCL3,SNX20,RP11-356N1.2,FRMPD3,GARS
MYO1E,MNAT1,GUCD1,ECSIT,QRICH1,TACR2,FAM209A,ISOC2
EIF1B,ZNF626,ANKRD50,SAMD12,PIK3R1,AC093642.3,BEND2,SLC39A1
TGOLN2,PLA2G12A,ICOS,KCTD10,MDS2,CCDC163P,LINC00959,MPV17
IQCH-AS1,TKTL1,RBBP6,QSOX1,KIF3A,RP11-77H9.2,SERPINE1,POLD2
PGRMC1,FAM212A,C15orf26,AP003733.1,SMTN,TARSL2,ZNF425,DMAP1
TMEM219,UBE2C,RP13-270P17.1,C19orf52,NR2C1,ZNF493,MEG3,NAT9
ECHDC1,SERPINE2,GATA2,SLC25A11,SCN1B,MCM10,GLS2,IRAK4
TMEM199,C16orf58,NEDD4,WDFY3,SNX9,CD19,AC068580.6,ACAT2
TYW5,C1orf35,CSRNP1,FAXDC2,RP11-1055B8.7,NSMAF,RP11-359I18.5,PWP1
RP11-960L18.1,SAMD12,TUBB1,PLCL1,RP13-270P17.3,CD9,MEIS1,ZMAT5
XPNPEP1,CCDC115,CTC-444N24.6,AKTIP,PVALB,SNAP47,ZAP70,YTHDC1
PLEKHJ1,RP11-142C4.6,AC007879.7,RNF187,ASAP2,SYVN1,RBL1-1,MZT1
LY6G6F,FASTKD1,C17orf62,PCYT1A,RP11-879F14.2,ZUFSP,C10orf25,TRIM8
C17orf62,INTS12,C2CD4D,RPH3A,MYH10,ZNF75A,LRRC24,TNFRSF25
APH1B,THOC7,NF1,RNF139,RP1-266L20.2,TNFSF12,KRTAP5-AS1,TNFAIP2
IDH1,ZNF836,RP11-378J18.3,C1orf198,PACSIN2,DMAP1,RP11-977G19.12,GFER
DHRS4,PLCL1,B4GALT4,RP1-315G1.3,GPR55,ACADM,ZNF433,YIPF5
PRDX4,C3orf38,IFT20,ADSL,FZD2,OAT,SPOCD1,MAT2A
RFC2,CPSF3L,AP003733.1,LY6G6F,ARHGAP6,TMPRSS11E,RAB12,PHKG2
RARA,KRBOX4,NKTR,TFAM,SYP,RP11-647K16.1,LCN2,RBM5
SCGB1C1,RFC1,NAPRT1,REPS2,AC137932.6,NSA2,AP003733.1,C16orf80
COQ7,RBBP6,RP11-324I22.4,TMED5,SEPT4,RPL7L1,RP11-196G11.2,ERI3
DENND5B,FNTA,KRT1,POLR2I,RPA4,LRBA,BHLHE40-AS1,RBM7
TNFRSF17,TCEAL8,EIF1AY,CWC27,SMDT1,TTC8,NRN1L,SEC31A
PROK2,SARS,CEACAM4,RRS1,SDCBP2,SLC25A14,CTC-260E6.6,LYRM2
FAM173A,PPP1R8,PFDN2,SCGB1C1,ATP9A,AURKC,SYTL4,NKAP
SMARCA4,SCAI,ARVCF,FAM120A,RP13-753N3.1,RNF26,CTD-2012J19.3,COMMD4
HDGF,LY6G6F,HINT1,C2orf76,AC004069.2,CCL3,NCKAP1,PDZD11
MTCH2,C9orf37,RP5-827C21.4,FRAT1,RP1-20N2.6,TKTL1,RP11-490M8.1,C1orf35
LAMP2,NARS,HMG20A,SGK1,LY6G5B,IGLL5,RP11-178L8.7,TMEM138
CTNNBL1,RP11-950C14.3,TXNDC17,PROK2,UBE2D1,RP11-10K16.1,NUDT12,PAFAH1B1
RELB,ERCC6L2,SMTN,TUBG2,C1QC,AC010894.5,RP11-159H10.3,RNF125
CLEC1B,MALT1,PTGS1,SSBP1,U73166.2,WNT5B,PHACTR4,DHX9
JARID2,ASB8,ARHGAP11A,FBXL14,RP11-502I4.3,RNASE3,RP11-420A6.2,CIAPIN1
RIT1,DDX1,SCN1B,PRNP,RP11-294J22.6,ARHGEF4,NPPA-AS1,G0S2
FAM120A,C15orf61,TBC1D23,NUDT5,CLIP2,UBAC2,SCIN,DTYMK
ICOSLG,GPKOW,RP11-1055B8.7,SAT2,VSIG10L,UBB,RP11-805J14.5,GALT
PILRB,RP11-727F15.9,SDCCAG8,HSP90AA1,PLXNA1,LNP1,KCNH3,DNTTIP1
DENND5A,ACTL6A,PVALB,ATP5D,CTD-3214H19.4,DHX9,CALD1,NFE2L2
RGL2,USP33,ASAP2,STK32C,KDM4A-AS1,ABCG2,TREX1,ELP5
FAM96B,ZNF559,RP11-879F14.2,OSBPL7,S100A11,RP11-141B14.1,RP11-356N1.2,TMEM18
PTGDS,HPRT1,MYH10,ASB8,NIPSNAP3B,RP4-781K5.2,TACR2,ECSIT
JAZF1,ACBD3,RP1-266L20.2,CAPZA2,FCGBP,TEX12,AC093642.3,NDUFAF4
GID8,MRPL19,FZD2,ACVR2A,RAB6B,ZNF559,FCN1,SAMM50
ZNF92,ITSN2,SNX10,NIT1,ZNF594,SAMD14,CCDC163P,DIMT1
7SK-2,C4orf3,ABHD5,ITGB7,ELOVL3,AK4,SAMD3,CKS1B
EIF2AK4,RP11-367G6.3,GOLGB1,THEM4,RP11-408A13.4,PLA2G7,RP11-77H9.2,HBP1
ANKRD9,DUS3L,ARHGAP6,RNF168,LINC00957,DIMT1,UBE2D4,ALG5
ITGA2B,RP11-798G7.6,TREML1,ANAPC13,TTPAL,NEUROD2,ARRDC3,CSRP1
DCP2,ZBP1,SYP,HEXIM2,DNAJC27,CACNA1C-AS1,MT-CO2,DDAH2
TMBIM4-1,EHMT2,AC137932.6,C16orf54,C1orf186,STT3A,RAB9A,MYO9B
CCDC69,PPP6C,SEPT4,RALY,EFCAB4A,CTC-454I21.3,POLR2K,CWC27
GUSB,BBS2,SDCBP2,SUCLG2,VIPR1,CTD-2227I18.1,DYNLT1,CTNNB1
C2orf88,SPRY1,ATP9A,INSL3,BCL2A1,KCNJ14,WTAP,HSPB11
SEPT5,FOPNL,AC004069.2,WTAP,HCCS,ANKRD50,TMPRSS11E,DESI1
ATP6V1C1,PJA1,LY6G5B,SMARCA4,SNX29P2,RP11-932O9.7,RBM48,NIT2
SAMD3,MPHOSPH10,GALT,SH3BGRL2,LINC00984,C15orf26,CCDC153,PLRG1
TMEM9B,MCF2L,FHL1,S100P,UBXN1,RP13-270P17.1,FGFBP2,TIGIT
FRAT1,INSL3,RP11-502I4.3,JTB,CEP85L,NEDD4,RP11-215G15.5,SAFB2
SLC19A1,METTL21A,RP11-294J22.6,C2orf88,RSPH9,LIPC,AURKC,CTA-29F11.1
GSTZ1,ANKAR,CLIP2,TMEM208,ATG7,CTC-444N24.6,HIST1H4I,POLR2K
DNAJC7,GNG3,VSIG10L,MPC2,SLC4A8,CTA-29F11.1,SUOX,METTL21A
ELL,CEP128,PLXNA1,EIF2AK4,CTD-2537I9.12,RP11-308N19.1,RP13-314C10.5,STMN1
TRPM4,RBM7,NIPSNAP3B,TMEM199,RPS6KL1,XXbac-BPG299F13.17,LINC00662,OAS3
CCDC124,ZNF232,MANBA,MDP1,ITGB3,CPNE2,AC010894.5,BAZ2A
LPGAT1,FNBP4,FCGBP,PPBP,HIST1H2AH,AC007879.7,WNT5B,ASB8
FAM212A,LYRM2,ZNF594,EGFL7,OTOF,LINC00174,RNASE3,KLF13
GOSR2,CEPT1,ELOVL3,ESAM,LGALSL,SF3B1,ARHGEF4,VPS26B
LINC01013,ZCCHC10,CD9,RP11-398C13.6,C5AR2,MGA,TDRP,TMEM87A
GGA2,C16orf80,DNAJC27,KIFC3,INPP5A,C2CD4D,LNP1,CHIC2
ISOC2,PPA2,NSMAF,NEFH,GSTZ1,RP11-378J18.3,ABCG2,C15orf61
RILPL2,RPUSD2,SIAH2,CSRNP1,CTD-2012K14.7,PCSK7,RP4-781K5.2,IL8
CCDC12,WDR37,MMD,RP5-1073O3.7,MT-CYB,ABCB1,TEX12,TIMM17A
RP11-164H13.1,OSTC,TREX1,GARS,ELANE,RP11-324I22.4,IFT81,GTPBP6
ATXN1L,GIT2,ATP5D,CMTM7,RIN2,OSTC,VIL1,PHF3
SH3BP1,MRPS33,CHIC2,PUS7,hsa-mir-1199,ARVCF,SAMD14,CPSF3L
CCL2,VDAC3,EFCAB4A,SERAC1,ENKUR,PHACTR4,AK4,FNBP4
MAP3K7CL,RIOK2,C4orf3,RHBDD3,SMIM5,KIAA1430,NEUROD2,ATF7IP2
JTB,PTGDS,C1orf86,CHIC2,IPO9-AS1,CHD7,CACNA1C-AS1,TMEM242
RP11-145M9.4,ZNF276,BACE2,ALOX12,RELT,RP11-493L12.4,CTC-454I21.3,VPS25
TMEM91,NSA2,LINC00984,LZTS2,PDZK1IP1,SMTN,CTD-2227I18.1,ZNF106
FADS1,SDHAF2,NIT1,TNFRSF9,RP11-219B4.7,RP11-545I5.3,KCNJ14,SCFD1
BACH1,EBF1,RSPH9,CCL2,CD79B,ZNF436,ANKRD50,CRTAP
NEIL1,TDG,SLC4A8,C16orf13,CECR5,ARHGAP11A,RP11-932O9.7,TOR1A
NFU1,OAT,RP1-28O10.1,MLLT11,SMARCA4,ATAD1,C15orf26,ASGR1
ENHO,PDZD11,ITGB3,HENMT1,PBLD,SCAPER,RP13-270P17.1,TPD52L2
IFT20,DIMT1,MADD,MRPL51,ZNF587B,BOLA1,GATA2,PPP2R3C
SCP2,GDF11,MMP9,PRRG4,POLA1,RP11-1055B8.7,GIMAP2,MRPL19
PAWR,PPP2CA,CAPZA2,GYG1,RP11-314N13.3,RP5-1073O3.7,NEDD4,CISH
ANKRD22,AATF,ATP5H,PGM1,LRRIQ3,MYH10,LIPC,SPON2
LINC01003,LARS,OTOF,DNAJB14,TCEAL4,FZD2,OCIAD1,C15orf57
CARHSP1,LINC01013,LGALSL,MLTK,PLA2G4C,TNFRSF13C,CTC-444N24.6,ACADM
FAM43A,SPSB2,TMEM91,PCGF1,CAMK2N1,SRSF3,RP11-308N19.1,ISY1
ARF6,PYGO2,RAB34,TRIM14,RP11-527L4.5,ARHGEF7,AC007879.7,BLCAP
GLB1,BTN3A1,PAWR,NDUFS1,AP003733.1,SEPT4,LINC00174,FKBP5
PTCRA,MPP6,CTD-2012K14.7,CIAPIN1,ADSL,RPA4,C2CD4D,TTC14
ARSD,OCIAD1,LINC00886,RAB38,TMEM55A,SNHG12,RP11-378J18.3,NUMB
TMEM189,SPIRE2,ELANE,PALLD,STX11,SDCBP2,ARVCF,NFU1
SLC50A1,MOCS2,RILPL2,SH3KBP1,RP11-432I5.1,PDE6B,RP11-493L12.4,LINC00926
C15orf57,ZNF567,hsa-mir-1199,CHN2,RP11-496I9.1,LY6G5B,ARHGAP11A,RAB9A
AP003733.1,ACP1,ENKUR,CORO7,EIF1B,C1QC,EAPP,MPHOSPH10
GFI1B,LZTS2,SMIM5,ERI3,CTC-428G20.6,U73166.2,SCN1B,IGFBP7
EBF1,TOP1MT,NUDT1,LAMP3,CRIP3,RP11-502I4.3,C5AR1,AC010642.1
RAB1B,IDI1,PDZK1IP1,RBPJ,CHD7,MNAT1,PVALB,CNIH4
SLC22A18AS,ZFAND4,ZCCHC11,ANKRD22,DNM3,VSIG10L,RP1-266L20.2,MTCH2
GPR35,IL27RA,PELI1,ACPP,IDO1,PLXNA1,GPR55,OARD1
MRPL51,CCDC12,RP11-219B4.7,TMTC2,HOMER2,CTD-3214H19.4,FZD2,RDH14
ACRBP,RP11-554J4.1,KCNG1,RP11-138A9.2,TNS1,CTD-2302E22.4,ARHGAP6,MYCBP2
KCNK6,TMEM87B,PPBP,PGRMC1,TMEM14B,KDM4A-AS1,SYP,HDAC2
C1QB,WTAP,ZNF587B,TERF2IP,SNTA1,NIPSNAP3B,RPS3A,STX16
GP9,ABCB1,LINC00494,CCP110,GPR84,FCGBP,AC137932.6,COPS4
TBCB,RP4-800J21.3,RP11-314N13.3,LYSMD4,MID1IP1,RAB6B,SEPT4,STK38
BCL2A1,RPN2,BGLAP,AP3M2,CLDN5,ZNF594,RPA4,SRPR
RBM3,MFSD10,LRRIQ3,GFI1B,CD274,RP11-408A13.4,SDCBP2,EBNA1BP2
DNTTIP1,RNF125,HCFC2,SEPT5,TEX2,LINC00957,ATP9A,POLDIP2
EVA1B,CASC7,ANKS1B,PLCB2,CTTN,DNAJC27,RP13-753N3.1,C10orf32
SPHK1,RHEBL1,RP11-527L4.5,NCOA4,ALKBH7,C1orf186,AC004069.2,U2SURP
KCNE1,NDUFA12,CHN2,SRP9,FAM96A,DMPK,RP1-20N2.6,HERPUD2
SLC25A11,TCF12,NDUFA12,TIMM17A,SLC22A4,RP11-252A24.3,LY6G5B,CRELD2
FCAR,THYN1,IFI35,SLC22A18AS,TASP1,RP5-1028K7.2,C1QC,RBPJ
RTFDC1,U2SURP,YES1,CDV3,RP11-219B17.1,GSN,U73166.2,EIF2B1
LMAN2,HNRNPM,ISCA2,CLEC1B,PRICKLE1,RIOK2,RP11-502I4.3,SEPHS2
MPV17,CYB561,KLF11,UBE2L6,HGD,NEMF,RP11-294J22.6,CDC40
MYL9,HCFC2,HOOK2,SLC16A5,EMILIN2,UBE2D2,CLIP2,WNK1
PAX5,FBXO21,ILF3-AS1,MYO9B,RP11-1000B6.3,ZNF195,VSIG10L,PRDX4
C16orf74,SCAPER,METTL21A,IL24,TGFB1I1,KIF3C,PLXNA1,ATP6V0E2
LYPD2,CDKN2A,ARHGAP19,NME3,RP11-701P16.5,EFCAB4A,CTD-3214H19.4,DNAJC2
FCER1A,EAPP,IDO1,AC147651.3,ZNF503,KIR3DL2,CTD-2302E22.4,SLFN5
RBCK1,NFU1,TNS1,TXNDC17,ZNF653,PRPS2,KDM4A-AS1,TRIM69
PKN2,MTERFD2,CDT1,JAKMIP1,CTD-2015H6.3,CISD1,NIPSNAP3B,EIF2S1
LYPLA1,SLC39A14,GPR84,IQCE,RFPL2,FHL1,FCGBP,TMED5
CAMK1D,NR2C2AP,CLDN5,GADD45B,FSTL1,RP1-28O10.1,RAB6B,GRPEL1
USP7,MAF1,TEX2,TCEAL8,HP,UBIAD1,ZNF594,LAIR1
STK32C,RFC5,CTTN,USP38,CLEC4C,RPS6KL1,ELOVL3,PRPF8
TMEM40,SLC25A12,SAMD1,KCNE1,AEBP1,MMP9,RP11-408A13.4,CLEC2B
SPARC,GOLT1B,NT5M,RNF213,PRKAR2B,HIST1H2AH,LINC00957,MFSD10
RNF7,SAMSN1,ODC1,FCAR,SPATA7,TNFRSF25,DNAJC27,OXLD1
F2R,PRMT2,PNPLA8,SLC12A4,CTD-2368P22.1,CTD-2012K14.7,C1orf186,LAT2
SF3B5,ACAT2,SLC22A4,FCGR3B,ANTXR2,LINC00886,DMPK,EAF2
RPS19BP1,MRPL42,RP11-219B17.1,TMEM141,HLA-DOB,ELANE,RP11-252A24.3,ZNF32
CIDEB,SPG7,PRICKLE1,GMPR,MPP1,YTHDF2,SLA,ILF3
PRDX3,RAMP1,HGD,OSTC,PTAFR,PBLD,CD48,TNFRSF1A
AP001189.4,TBXA2R,LSM6,PRRG2,MYO1E,ZNF587B,KIF3C,RP11-139H15.1
TSPAN33,ERV3-1,RP11-1000B6.3,CNPY3,CXCL3,LINC00494,P2RY10,MTERFD2
SDPR,RRS1,CXCR1,CMTM5,SAMD12,HDAC1,KLF13,NARS
CLU,LUC7L3,ZNF503,MLX,EML6,SNHG8,LINC00984,SLA
NCR1,EFCAB14,HCCS,RBM3,RP11-142C4.6,RP11-314N13.3,APH1B,PTPN7
HDLBP,TMEM222,BIRC5,NABP1,WDFY3,RP11-390B4.5,RSPH9,ADD1
TREML1,ALG5,KLHL6,PSMA1,FAXDC2,BGLAP,SLC4A8,SND1
IL6,PRPF31,YWHAE,GALK1,PLCL1,ACTR6,MS4A1,ISCA2
ARHGAP18,RCL1,CTD-2015H6.3,C16orf52,RPH3A,LRRIQ3,TTC30A,MAFB
KIR2DL3,CMTM5,NCOA4,FAM127A,WBP2NL,COLGALT2,CTD-2537I9.12,SNX10
ABCC3,CTNNAL1,AP4B1-AS1,LSM6,C19orf33,ANKS1B,ITGB3,CYB5B
ZNF593,KCNG1,DNASE1L3,TRPM4,RP11-960L18.1,CCNG1,OTOF,CELF1
ALDH1A1,C5orf56,TMEM14C,TMEM40,LY6G6F,CAMK2N1,LGALSL,ORMDL2
SENCR,SWAP70,LAMTOR1,FXN,REPS2,RP11-527L4.5,C5AR2,ITSN2
MARCKSL1,ARGLU1,ICOSLG,SYCE1,EFCAB14,PPIL4,INPP5A,C5AR1
FERMT3,ILF3-AS1,DRAXIN,PDIA3,GINM1,YES1,LINC00886,TRABD2A
ARPC5L,MMD,HP,SLC6A6,CCDC66,RP11-432I5.1,XCL2,GZMH
CAPZA2,NOL7,PCDH9,ANKRD9,IRF8,RCL1,ELANE,EXOSC8
PICALM,NXT2,CLEC4C,IDH3G,RP11-950C14.3,RP11-496I9.1,RIN2,LBR
ATP10D,MACROD2,AEBP1,SLC35A2,SCGB1C1,CRIP3,hsa-mir-1199,C14orf1
ATP6V0E1,PIK3R1,PRKAR2B,CITED4,PROK2,IDO1,ENKUR,TCL1A
CAT,DIDO1,SPATA7,FAAH,TUBG2,SNTA1,IPO9-AS1,TMX2
CD163,ORAI1,ITPA,MTCH2,FBXL14,CDT1,PDZK1IP1,GTF2B
LTB4R,LINC00342,MYO1E,OTUB1,TNFSF10,ZCCHC11,RP11-219B4.7,SAMD9L
PARL,RNASEH2B,CXCL3,AGPAT1,MRVI1-AS1,HIST1H1B,PBLD,NUDT1
RASGRP4,UBLCP1,ATP5C1,GP1BA,RP11-798G7.6,GPR84,ZNF587B,MRPS33
